Sales_in_thousands,__year_resale_value,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Power_perf_factor,Vehicle_type_Car,Vehicle_type_Passenger
14.630173000141776,23.968826785057143,34.2761713881386,3.2431549253645175,230.22097886679543,101.16773579982434,67.72802742705133,184.44998541724604,3.267782265869933,16.29984584545407,25.523875692562818,95.51002679507295,0,1
129.80196728796574,14.398316527375094,21.543261642613725,2.633131891779545,166.3410205787486,107.91618977928124,76.13668824858934,187.3130945253775,3.45356174499238,16.73374465570559,22.437132583255895,68.00694439371703,0,1
-26.87477429623902,11.643513910729206,21.196517443626217,2.688405313731407,147.15871083626647,104.24125990600295,69.2485763344128,183.12234979742976,2.8450255089052874,12.544897052281152,27.57046118707725,60.87398893553122,0,1
107.37247014177736,12.61753204535903,15.839258927050485,1.89738182885185,125.01724873387568,103.69720584502123,66.91569275910693,176.24777612027614,2.63498902988716,14.813691893692459,28.175798091375487,50.77937634963777,0,1
94.43998446762875,8.937881992733086,12.410248596049316,1.1752637386935931,87.12445707082165,98.34961580579842,67.02365265330093,161.5806423641905,2.3634332265372033,13.67381042174254,29.66504670191921,35.83963084379647,0,1
-12.042699231890406,9.97276593210139,19.51605199820712,4.076018877373606,190.14583336565602,104.3396957589291,74.1927030254956,196.87062116512536,3.286642406380698,15.433848363683156,24.146525629789345,75.9614156613536,0,1
22.125473000018808,15.21300454994018,20.74197599302766,2.873991506513231,193.02001105364928,106.82753932870288,66.48972000667385,193.39159832629926,3.150026271900773,15.951614415773301,27.7446582468859,77.1981865976127,0,1
36.64995230073208,13.475326737936193,23.13942719847422,2.408660241165077,159.78689827015603,100.22817074122567,67.61899887934408,178.5995500436475,2.872015639450229,14.975375833608028,25.599877219180634,66.05174055973734,0,1
48.4084431257636,12.866549270339583,17.58149772105158,1.7184499369070267,127.11422469698013,104.03882558426385,68.01577023413951,175.7907532230415,2.7136283447387988,16.151657151567647,27.387625918350132,52.242400459304456,0,1
67.63983682221901,15.361143402274289,17.77653964638079,1.6010980698370028,109.22835115210769,101.51993308139123,65.89119718668302,172.41743026170147,2.915313013733677,15.346197693805305,26.37080419512606,45.778582611820234,0,1
32.74902711531212,19.926787648878015,27.790463894748203,2.8919051608755186,205.51008585649151,109.8293473397656,75.39094402020653,197.73671717707958,3.4895473580290632,17.862470438571552,24.93806570054479,84.08374622590726,0,1
130.3688260468589,12.491930580701194,20.40725004682125,2.1620010893603228,146.64192620616342,108.80022792680107,69.98518781974954,181.9860996483957,2.7624591640530913,13.534114360445642,31.128135763529453,60.48732010200744,0,1
30.06707213144478,14.109346087645498,24.428317601708596,3.6063794533831923,190.09190094278804,99.94548320062798,71.55907964043386,187.55981235319445,3.440494566225595,17.271986728256277,21.84228290390824,77.40367389830719,0,1
27.43793573538064,17.62267545552797,28.994292405812825,3.193235725432876,216.01449975078944,107.53583579905246,71.51193046414204,199.75401989641927,3.3822838071562153,18.906199281428144,26.406469736927153,88.37861429775322,0,1
44.658192033851655,17.3556586368704,22.266484265925573,2.556332815231964,168.8804806071793,109.38208575706126,70.58414502456637,193.40397533942004,3.1876362370029847,15.113630335593468,26.70825564784033,68.73939104717975,0,1
146.04935138559478,11.96789285233049,20.73544248896092,2.9019430087409335,152.92865977387177,104.3895197967125,68.79081526416327,185.96739054076727,3.2531900482866134,16.668940671346416,25.32551711534591,62.80682037430793,0,1
76.98887998493782,12.059157868162949,12.189472643866237,1.3891639377911744,75.12301165552414,100.27604876656403,65.60497573189886,172.90495562104817,2.4399227083512462,13.82460521648586,32.2276729058088,31.646486384700008,0,1
